Gene	alpha	beta	gamma	delta	epsilon	zeta	eta	theta	iota
PRAMEF25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMEF8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRAMENP	0.0	0.0	0.11	0.0	0.0	0.0	0.0	0.0	0.0
PRAP1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
PRB1	0.02	0.0	0.0	0.0	1.89	23.97	0.58	0.0	0.0
PRB2	0.32	0.0	0.0	0.0	10.26	126.37	0.0	0.0	0.0
PRB3	0.0	0.0	0.0	0.0	0.11	0.29	0.0	0.11	0.12
PRB4	0.0	0.0	0.0	0.0	0.29	9.53	0.0	0.0	0.0
PRC1	160.71	259.98	193.67	118.57	148.3	189.4	405.88	116.6	187.54
PRC1-AS1	2.91	2.49	0.74	1.02	1.44	0.24	0.0	0.18	0.0
PRCAT47	0.0	0.13	0.09	0.37	0.0	0.09	0.15	0.0	0.0
PRCC	44.19	174.74	212.13	168.53	104.08	66.11	87.71	52.82	100.72
PRCD	1.92	0.44	2.96	0.0	4.58	25.56	0.55	0.56	1.11
PRCP	44.47	83.2	74.69	102.18	83.57	20.88	81.45	29.14	35.38
PRDM1	3.06	0.0	0.75	3.48	2.92	2.28	5.5	0.04	0.46
PRDM10	2.74	6.83	3.46	3.54	4.88	4.26	12.93	4.59	4.36
PRDM11	5.14	1.26	17.52	3.16	3.0	8.23	3.86	2.15	1.93
PRDM12	0.0	0.13	0.27	0.0	0.07	0.12	0.27	0.01	0.14
PRDM13	0.0	0.0	1.5	0.0	0.24	0.32	0.0	0.74	1.62
PRDM14	0.0	0.39	0.47	0.0	0.0	0.0	0.0	0.0	0.0
PRDM15	4.91	8.08	7.09	7.76	6.57	3.72	3.22	4.79	5.43
PRDM16	0.23	0.01	0.04	0.0	0.32	0.17	0.41	0.23	0.0
PRDM2	19.11	22.88	17.65	10.14	22.6	23.6	58.44	11.99	17.74
PRDM4	12.16	12.72	10.73	12.96	14.82	21.23	22.59	6.35	5.24
PRDM5	6.22	11.58	18.99	5.45	8.36	11.07	20.46	2.55	6.25
PRDM6	0.42	3.84	0.34	5.08	11.08	0.62	2.91	1.14	5.74
PRDM7	0.0	0.0	0.05	0.0	0.05	0.66	0.0	0.0	0.0
PRDM8	23.05	6.35	2.13	4.83	1.06	2.71	1.81	0.06	0.05
PRDM9	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0
PRDX1	353.4	253.38	373.76	267.52	496.13	297.78	641.51	558.23	503.63
PRDX1P1	1.05	0.72	0.0	0.0	0.12	0.0	0.0	0.19	0.0
PRDX2	33.87	761.84	206.7	284.14	181.61	34.41	125.01	35.17	100.84
PRDX2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDX2P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDX2P3	0.21	0.0	0.0	0.0	0.44	0.43	0.0	0.0	0.0
PRDX2P4	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.05
PRDX3	116.92	16.16	46.77	24.32	107.16	137.09	36.09	33.06	56.44
PRDX3P1	1.21	0.97	2.11	0.0	0.79	1.95	4.44	0.14	0.62
PRDX3P2	0.51	0.59	0.0	0.0	0.54	1.21	1.13	0.0	0.71
PRDX3P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDX3P4	0.62	0.04	0.0	0.0	0.14	0.46	0.0	0.25	0.0
PRDX4	74.4	625.15	143.68	328.33	718.02	70.93	129.24	46.2	146.07
PRDX4P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRDX5	194.96	190.96	330.0	308.99	196.13	409.46	267.35	88.72	173.4
PRDX6	264.1	215.63	395.24	286.13	483.43	195.08	210.18	223.76	268.14
PREB	37.9	27.08	91.31	45.37	44.72	42.15	39.08	33.82	91.15
PRELID1	57.99	174.61	205.04	109.06	153.66	196.05	51.35	56.47	119.54
PRELID1P1	0.0	0.0	0.08	0.53	0.25	0.19	0.14	0.0	0.02
PRELID1P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRELID1P3	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0
PRELID1P4	0.78	0.48	0.1	1.46	1.69	0.9	0.0	0.42	0.0
PRELID2	0.0	18.19	22.61	1.06	23.19	14.39	15.46	5.63	13.54
PRELID2P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRELP	32.85	126.2	13.4	5.23	5.49	0.03	28.28	0.37	0.48
PREP	18.63	8.98	11.8	28.04	25.61	25.39	12.76	7.83	6.55
PREPL	20.06	20.95	26.25	27.86	31.5	20.67	51.23	15.24	23.95
PREX1	1.05	7.16	42.96	0.2	5.44	7.06	12.25	4.56	16.6
PREX2	0.01	0.01	0.0	8.44	0.01	0.01	0.54	0.0	0.0
PRF1	0.0	0.04	0.42	0.42	10.95	0.37	0.0	0.0	0.0
PRG2	6.5	0.26	0.16	0.19	0.06	0.0	0.0	0.0	0.0
PRG3	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRG4	8.47	0.06	0.04	2.93	0.09	0.12	0.59	0.09	0.0
PRH1	0.56	1.26	9.13	1.55	13.61	12.7	2.0	0.67	2.05
PRH1-PRR4	0.14	0.61	1.69	0.0	5.1	4.13	0.0	0.05	0.85
PRH2	0.11	0.19	0.35	0.0	0.73	0.0	0.0	0.0	0.39
PRICKLE1	0.02	5.94	4.68	16.04	1.91	0.67	3.5	2.35	4.98
PRICKLE2	14.98	3.77	1.64	1.65	8.04	20.07	5.8	1.96	0.55
PRICKLE2-AS1	1.3	0.04	0.29	0.0	0.1	0.02	0.09	0.0	0.0
PRICKLE2-AS2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRICKLE2-AS3	0.12	0.02	0.0	0.0	0.01	0.08	0.0	0.0	0.0
PRICKLE3	10.54	12.76	14.4	4.95	12.07	13.3	7.53	3.31	2.54
PRICKLE4	3.65	3.09	14.47	47.46	2.91	1.7	4.14	3.45	4.69
PRIM1	25.52	23.57	74.01	4.63	34.79	11.25	21.03	20.68	27.27
PRIM2	15.34	7.26	15.73	4.42	42.12	11.51	16.56	10.85	8.47
PRIMA1	0.0	0.64	1.8	0.0	0.76	0.22	0.61	0.0	0.0
PRIMPOL	12.99	9.94	6.93	10.86	12.9	14.87	16.28	6.16	11.08
PRINS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKAA1	66.11	106.51	54.55	42.75	111.54	66.93	200.6	37.88	49.34
PRKAA2	0.22	0.02	2.71	0.0	0.17	0.52	0.03	0.0	1.52
PRKAB1	12.33	16.49	22.24	30.52	14.89	17.3	26.72	17.65	10.84
PRKAB2	16.68	19.45	24.37	22.89	32.39	13.34	22.64	7.03	13.3
PRKACA	57.36	161.84	67.97	104.59	48.95	46.87	73.86	26.77	28.4
PRKACB	14.3	11.83	20.07	11.2	22.25	18.14	21.5	1.78	6.73
PRKACG	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKAG1	63.17	46.12	92.7	77.35	21.2	31.08	67.15	20.54	17.76
PRKAG2	16.11	5.01	7.98	12.7	17.0	14.61	7.99	3.97	7.52
PRKAG2-AS1	1.5	3.99	7.43	0.0	9.38	7.3	0.49	2.38	2.41
PRKAG3	0.13	2.63	0.0	0.0	0.26	0.04	0.18	0.51	0.0
PRKAR1A	111.64	265.16	171.77	215.19	171.99	399.61	332.14	95.6	212.64
PRKAR1AP	0.09	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0
PRKAR1B	5.09	3.45	25.41	2.51	23.93	6.76	4.36	2.78	13.42
PRKAR2A	13.17	17.46	32.4	19.31	20.28	15.14	16.09	17.44	27.02
PRKAR2A-AS1	0.84	1.32	0.68	1.01	0.45	1.73	2.49	0.2	0.67
PRKAR2B	0.33	0.57	16.01	0.18	1.27	1.35	0.78	2.46	4.16
PRKCA	18.92	17.3	11.31	16.52	16.99	15.77	26.57	2.37	54.17
PRKCA-AS1	0.1	0.0	0.0	0.0	0.02	0.22	0.0	0.0	0.0
PRKCB	0.11	0.0	0.19	0.0	8.58	46.26	0.17	0.0	0.0
PRKCD	12.6	10.66	22.15	13.0	4.31	13.2	5.31	3.29	13.5
PRKCDBP	94.33	36.43	42.74	36.15	23.85	45.16	17.51	3.13	4.35
PRKCE	10.22	5.59	5.08	7.51	8.55	19.87	19.18	2.43	4.26
PRKCG	0.02	0.06	1.11	0.0	0.16	0.24	0.0	0.0	0.01
PRKCH	0.15	6.81	4.82	2.06	3.31	6.67	6.75	0.06	0.02
PRKCI	9.46	10.26	14.72	11.97	16.82	17.93	7.78	6.35	8.56
PRKCQ	0.02	0.0	0.0	1.23	10.01	0.36	1.15	0.0	0.0
PRKCQ-AS1	0.0	0.09	0.0	1.72	19.16	2.0	0.6	0.0	0.0
PRKCSH	341.35	817.9	297.23	255.73	361.8	344.7	315.16	184.76	309.54
PRKCZ	0.53	0.11	17.45	0.0	0.36	1.63	0.0	0.03	0.5
PRKD1	0.32	6.4	5.43	6.73	2.58	10.09	8.07	0.25	0.26
PRKD2	12.67	4.76	10.26	17.48	13.92	26.38	11.19	12.0	9.08
PRKD3	23.58	27.36	33.77	18.1	68.68	41.48	54.16	23.72	33.48
PRKDC	244.65	171.84	128.5	63.1	128.22	110.62	47.88	46.47	24.53
PRKG1	6.12	3.43	3.93	2.96	0.06	0.33	8.05	0.37	2.49
PRKG1-AS1	0.06	0.03	0.35	0.0	0.04	0.0	0.0	0.0	0.41
PRKG2	0.02	0.03	0.18	0.0	0.2	1.79	0.45	0.28	0.11
PRKRA	57.16	23.27	47.42	45.95	53.79	45.87	42.78	26.45	25.77
PRKRIP1	21.64	50.45	25.07	23.7	37.77	45.07	16.12	20.0	14.69
PRKRIR	44.51	26.7	37.0	26.49	44.71	13.96	51.73	13.38	18.04
PRKRIRP1	0.0	0.1	0.02	0.34	0.0	0.0	0.0	0.0	0.0
PRKRIRP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKRIRP3	0.0	0.0	0.05	0.36	0.37	0.0	0.0	0.09	0.0
PRKRIRP4	0.0	0.0	0.05	0.0	0.0	0.0	0.26	0.0	0.0
PRKRIRP5	0.0	0.02	0.0	0.0	0.0	0.0	0.3	0.0	0.0
PRKRIRP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKRIRP7	0.0	0.14	0.0	0.0	0.04	0.0	0.03	0.0	0.0
PRKRIRP8	0.0	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
PRKRIRP9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKX	3.15	4.78	22.88	10.56	28.57	8.77	12.73	6.35	10.59
PRKX-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRKXP1	0.57	1.21	1.14	0.17	0.0	0.38	0.0	0.0	0.03
PRKY	0.0	0.0	0.0	0.0	1.38	6.72	13.35	5.65	0.0
PRL	0.0	0.02	0.0	0.0	0.75	0.0	0.0	0.25	0.15
PRLH	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRLHR	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRLR	1.54	0.21	0.03	0.67	7.04	0.0	0.0	0.15	0.01
PRM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRM2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRMT1	147.73	50.56	114.6	117.12	231.95	251.57	93.37	103.27	104.7
PRMT1P1	0.59	0.0	0.42	0.0	0.47	0.96	0.55	0.0	0.11
PRMT2	52.55	101.34	37.14	98.44	28.59	67.79	47.8	44.44	58.47
PRMT3	12.46	9.02	25.46	7.71	15.75	11.4	9.86	18.32	12.54
PRMT5	82.09	105.0	124.69	102.15	303.9	60.25	187.22	251.28	286.56
PRMT5-AS1	5.88	2.15	2.02	2.35	3.19	2.22	0.74	0.61	0.4
PRMT5P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRMT6	16.3	15.3	14.06	6.4	14.64	9.94	5.92	8.43	7.97
PRMT7	39.39	19.25	27.82	38.29	36.78	32.85	37.07	22.78	39.97
PRMT8	0.22	1.37	0.34	0.0	0.06	0.04	2.01	0.0	0.01
PRMT9	8.43	7.82	11.13	7.49	7.65	11.79	7.71	1.76	2.53
PRND	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0
PRNP	75.22	71.46	160.96	105.67	157.12	500.36	96.75	44.64	25.69
PRNT	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRO1804	0.22	0.09	0.0	0.32	0.02	0.0	0.0	0.0	0.06
PROB1	0.17	0.22	6.03	1.13	1.86	1.74	1.31	0.25	2.17
PROC	1.11	0.24	2.03	3.61	1.71	1.08	1.74	0.69	0.31
PROCA1	5.65	4.2	4.44	5.76	3.26	2.18	1.59	2.78	0.52
PROCR	29.43	5.79	20.23	9.97	7.2	18.63	11.66	21.18	16.27
PRODH	0.13	0.02	4.48	0.0	0.12	0.62	0.0	0.0	0.34
PRODH2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROK1	0.0	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0
PROK2	0.29	0.51	2.26	0.04	0.0	0.0	0.0	4.02	4.1
PROKR1	0.01	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0
PROKR2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.7	0.0
PROL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROM1	0.02	0.05	68.02	0.26	0.05	0.1	0.07	0.0	0.0
PROM2	1.61	1.49	0.7	1.6	2.42	1.56	0.2	0.03	0.53
PROP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRORSD1P	1.41	2.63	0.88	0.47	0.9	1.9	1.51	2.01	0.94
PRORY	0.0	0.0	0.0	0.0	0.0	0.0	3.63	0.0	0.0
PROS1	2.7	38.54	7.65	1.94	3.8	10.66	11.8	1.83	4.32
PROS2P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PROSC	14.8	13.55	21.98	31.74	31.37	30.59	16.26	18.21	13.54
PROSER1	7.69	6.94	26.25	7.14	22.06	19.29	10.55	8.75	7.02
PROSER2	0.18	1.8	4.32	0.0	0.48	0.85	1.93	5.23	6.66
PROSER2-AS1	0.0	0.06	0.09	0.0	0.03	0.0	0.0	0.09	0.05
PROSER3	29.58	8.61	20.34	15.17	14.53	16.28	14.14	8.69	6.58
PROX1	0.11	2.66	2.6	0.0	0.68	2.47	1.42	2.54	4.21
PROX1-AS1	0.0	1.37	1.64	0.0	0.27	0.35	0.0	0.42000000000000004	0.12
PROX2	0.1	0.15	0.68	0.21	0.14	0.21	0.59	0.0	0.0
PROZ	0.17	0.06	0.24	0.0	0.71	0.58	0.19	0.16	0.78
PRPF18	15.71	8.78	17.28	14.63	23.12	21.53	20.32	12.5	18.31
PRPF19	116.22	98.8	146.92	78.69	137.11	143.71	52.07	57.42	61.71
PRPF19P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRPF3	73.14	93.59	183.67	59.51	125.24	55.16	110.94	151.42	66.49
PRPF31	50.37	57.53	77.43	87.85	79.8	65.38	41.04	23.64	40.13
PRPF38A	24.17	57.21	60.13	29.14	113.07	48.92	103.01	53.11	57.39
PRPF38AP1	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.0	0.0
PRPF38AP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRPF38B	50.67	65.33	58.61	49.63	55.97	64.73	70.55	35.89	57.71
PRPF39	40.58	26.48	45.35	58.34	39.75	38.48	42.6	12.28	21.15
PRPF4	75.63	52.86	26.26	21.52	32.15	22.46	46.93	30.53	20.19
PRPF40A	32.12	62.48	79.36	58.13	100.43	51.04	34.83	29.86	45.72
PRPF40B	12.47	9.03	10.29	11.36	13.62	12.86	19.33	6.64	3.68
PRPF4B	17.69	42.58	21.34	77.4	54.64	60.54	70.58	63.84	61.63
PRPF6	50.58	30.57	65.08	42.04	27.16	44.99	27.44	48.52	30.16
PRPF8	99.92	113.1	267.42	179.15	117.08	120.69	95.52	110.07	58.32
PRPH	2.2	7.19	351.01	2.09	20.0	0.52	21.15	11.16	68.05
PRPH2	5.31	0.15	0.14	9.02	0.72	0.19	0.17	0.09	0.0
PRPS1	49.78	79.57	40.63	50.39	54.74	43.61	49.6	43.63	17.71
PRPS1L1	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.0	0.0
PRPS1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRPS1P2	8.41	4.42	4.37	8.22	4.14	5.47	3.27	0.62	0.27
PRPS2	12.09	40.01	21.16	8.71	71.97	32.35	30.66	13.75	12.04
PRPSAP1	58.04	49.5	67.04	61.98	50.6	218.26	81.38	28.74	23.75
PRPSAP2	54.77	44.51	44.57	31.61	42.59	25.38	77.91	17.4	13.24
PRR11	38.04	30.44	44.44	9.91	54.84	52.33	66.7	72.63	44.36
PRR12	8.23	4.81	13.9	8.4	9.49	11.73	6.47	5.21	6.63
PRR13	150.5	79.56	261.42	124.84	86.16	125.91	84.29	167.97	55.5
PRR13P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR13P2	0.0	0.0	0.15	0.0	0.1	0.0	0.0	0.0	0.29
PRR13P3	0.0	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.0
PRR13P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR13P5	0.58	0.3	2.14	0.32	0.0	0.0	0.12	0.11	0.11
PRR13P7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR14	26.26	17.32	24.86	40.86	26.72	35.37	32.5	10.51	30.02
PRR14L	14.11	6.71	9.58	7.41	7.11	8.74	24.12	8.34	8.73
PRR15	0.13	0.06	1.78	0.0	0.0	0.0	2.18	0.66	0.32
PRR15L	0.07	0.07	0.0	0.0	0.09	0.17	0.0	0.0	0.06
PRR16	12.02	2.27	0.24	9.59	0.6	0.78	1.22	0.34	11.12
PRR18	0.0	0.02	0.54	0.0	1.06	4.86	0.06	0.0	1.62
PRR19	1.99	0.41	3.84	0.0	0.8	1.19	0.0	0.71	0.69
PRR20A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR20B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR20C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR20D	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR20E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR20FP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR22	3.12	3.5	0.87	0.1	0.65	0.82	1.16	0.68	0.28
PRR23A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR23B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR23C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR23D1	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
PRR23D2	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0
PRR25	0.0	0.0	0.0	0.0	0.03	0.0	0.0	0.0	0.0
PRR26	0.01	0.02	0.29	0.0	1.21	7.48	0.28	0.0	1.46
PRR27	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR29	0.02	1.98	0.89	0.1	0.67	1.21	0.01	0.15	1.26
PRR3	31.99	25.9	52.03	29.05	16.91	18.97	33.53	32.63	21.81
PRR30	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRR32	0.0	0.05	0.0	0.0	0.0	0.0	0.94	0.0	0.0
PRR33	9.28	8.56	0.55	11.95	3.03	0.0	1.54	0.54	0.0
PRR34	0.31	0.15	0.2	0.68	0.13	0.1	0.33	0.33	0.2
PRR34-AS1	31.34	6.47	1.52	6.03	4.25	4.38	11.31	14.22	21.66
PRR35	0.55	0.0	0.0	0.0	0.02	0.0	0.0	0.0	0.0
PRR36	0.61	0.12	8.51	0.6	0.53	0.0	1.91	0.96	3.88
PRR4	7.82	7.32	31.99	22.22	30.97	27.78	14.49	7.84	3.84
PRR5	28.23	2.11	14.25	30.51	6.88	30.52	4.64	3.96	6.38
PRR5-ARHGAP8	4.64	0.0	0.0	0.0	0.03	0.52	0.0	0.0	0.0
PRR5L	14.94	8.04	36.29	21.31	23.62	31.12	17.07	15.55	5.22
PRR7	4.39	4.56	6.5	0.06	2.87	21.5	2.69	2.81	1.87
PRR7-AS1	1.35	1.81	0.17	0.0	2.02	8.6	2.22	1.38	1.25
PRR9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRRC1	32.41	41.28	68.77	49.54	37.97	35.47	51.8	30.45	43.01
PRRC2A	130.45	104.11	175.02	110.12	126.87	153.38	109.29	104.04	92.94
PRRC2B	30.35	132.76	90.86	59.7	48.05	83.44	70.42	29.9	43.22
PRRC2C	67.19	90.44	77.89	69.07	81.8	64.31	76.43	60.0	54.78
PRRC2CP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRRG1	5.62	36.73	9.02	16.02	7.82	5.83	50.45	8.12	7.51
PRRG2	0.73	0.22	0.43	0.73	0.34	0.87	2.83	0.75	0.86
PRRG3	0.0	0.0	0.01	0.0	0.12	0.01	0.45	0.0	0.0
PRRG4	0.0	0.0	0.48	0.0	0.27	2.88	0.0	0.01	0.0
PRRT1	10.67	7.74	9.45	0.09	1.85	5.65	4.64	4.52	5.2
PRRT2	20.36	1.45	17.79	1.77	5.23	7.43	25.27	9.06	15.87
PRRT3	1.0	2.88	2.11	0.75	1.2	0.72	2.35	1.22	0.51
PRRT3-AS1	1.11	2.28	0.08	10.94	8.18	0.3	3.94	9.6	4.17
PRRT4	0.11	0.3	2.15	1.05	1.9	0.03	0.0	0.03	0.15
PRRX1	148.66	483.79	201.26	162.17	87.38	21.43	334.48	18.85	69.74
PRRX2	10.07	5.61	47.26	0.33	66.32	0.04	14.15	12.15	30.91
PRRX2-AS1	0.0	0.0	0.4	0.0	0.18	0.0	0.08	0.0	0.69
PRSS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS12	0.4	0.16	0.23	0.11	5.22	6.51	0.26	1.14	0.66
PRSS16	0.0	0.0	0.82	0.0	0.0	0.94	0.0	0.0	2.09
PRSS2	0.0	0.0	0.0	0.0	0.0	1.6	0.0	0.0	0.0
PRSS21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.71	0.0
PRSS22	0.0	0.0	0.0	0.09	30.6	306.34	0.0	0.0	0.0
PRSS23	110.41	29.05	31.65	171.22	16.33	35.78	26.2	6.0	2.46
PRSS27	2.46	0.78	1.02	0.09	0.42	1.95	0.0	0.0	0.28
PRSS29P	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS3	0.0	0.82	4.67	0.0	0.0	0.73	0.0	0.51	0.0
PRSS30P	0.0	0.1	0.25	0.0	0.0	0.22	0.0	0.0	0.0
PRSS33	0.0	0.0	0.0	0.0	0.06	1.73	0.0	0.0	0.0
PRSS35	0.63	12.14	4.34	2.72	40.43	0.08	17.57	13.54	8.89
PRSS36	1.0	1.79	1.2	0.42	0.47	0.57	0.51	0.0	0.0
PRSS37	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS38	0.0	0.0	0.06	0.0	1.13	4.94	0.0	0.0	0.0
PRSS3P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS3P3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS3P4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS42	0.0	0.76	0.44	0.0	0.08	0.04	0.55	0.0	0.11
PRSS44	0.0	0.03	0.94	0.0	2.1	0.0	0.0	0.07	0.45
PRSS45	0.0	0.31	1.18	0.0	0.48	0.37	1.05	0.31	0.74
PRSS46	0.0	0.0	0.22	0.0	0.35	0.05	0.0	0.0	0.8
PRSS48	0.11	0.0	0.09	0.0	0.0	0.57	0.0	0.16	0.0
PRSS50	0.11	0.57	3.21	0.69	2.63	1.33	1.2	0.07	1.97
PRSS51	0.0	0.1	5.87	0.0	2.24	0.14	0.34	0.0	0.0
PRSS53	5.54	2.67	2.32	2.4	1.38	2.24	1.59	0.46	0.5
PRSS54	0.0	0.61	0.0	0.0	0.0	0.0	0.03	0.0	0.0
PRSS55	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0
PRSS56	0.0	0.0	0.25	0.0	0.29	0.0	0.0	0.0	0.0
PRSS57	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0
PRSS58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRSS8	0.12	0.04	0.2	0.0	0.1	0.03	0.0	0.0	0.0
PRTFDC1	5.38	4.96	28.61	6.3	81.95	33.07	21.52	11.53	28.26
PRTG	11.29	1.57	11.29	2.98	2.27	4.68	0.6	5.67	10.08
PRTN3	0.0	0.03	0.0	0.0	0.0	0.0	0.0	0.0	0.06
PRUNE	9.23	47.19	49.51	22.55	29.14	16.83	65.4	122.41	22.98
PRUNE2	9.36	21.15	2.67	10.24	14.66	2.02	11.95	3.68	0.34
PRUNEP1	0.0	0.0	0.0	0.97	0.0	0.0	0.0	0.0	0.0
PRX	1.61	0.86	2.07	0.78	1.08	3.33	2.44	0.12	0.18
PRY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRY2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRYP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRYP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRYP3	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0
PRYP4	0.0	0.0	0.0	0.0	0.0	0.0	0.68	0.0	0.0
PRYP5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PRYP6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSAP	158.09	442.22	598.51	362.88	500.58	481.09	481.37	69.62	229.16
PSAPL1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
PSAT1	87.98	27.92	4.16	18.39	29.32	15.85	31.26	23.59	24.95
PSAT1P1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
